id,title,abstract,supervisor
1fa1d7e4-4eb9-4e40-9739-58ce3f992668,hardware aware neural architecture search for semantic image segmentation,hair color simulation is an important augmented reality task at modiface it is fundamentally based deployed on platforms with limited computing capabilities inference speed and performance are key considerations during the model design process current methods involve tediously handcrafting convolutional neural networks to achieve desired metrics in this project we use neural architecture  smaller networks and maintaining performance this contrasts with early nas methods which require repeated training of sampled models for different scenarios thus being computationally prohibitive model performance is measured using the mean intersection over union miou metric in our experiments a baseline model architecture consists of a preset backbone and the same segmentation head as the supermodel on our inhouse hair dataset a searched model with  fewer flops and  fewer parameters than our deployed model almost matches its accuracy  versus  miou cityscapes is a public dataset comprising street scenes from various cities and a popular  of specialized models for different platforms at modifacemodifaceshamitra rohanvic,Lueder Kahrs
4e21ec53-8f2b-48be-ad64-eaa205cf8dc4,learning controllable directions of gan space,generative adversarial networks gans are capable of generating highly realistic images given random inputs from a latent space where meaningful directions and channels have been shown to exist and linearly interpolating in these directions or changing individual channel values result in interpretable transformations eg adding eyeglasses or smile to a personxexxas face however controls obtained by supervised approaches require large amounts of labelled data and are sometimes entangled yet unsupervised settings involve manual examination of many different manipulation  in this work we propose a gradientbased approach that learns controllable directions of gan latent space our approach utilizes the gradient directions of auxiliary networks to control semantics in the latent codes which requires minimal amounts of labelled data with sizes as small as  samples that can be obtained quickly with human supervision gradcam is a form of posthoc attention which visualizes where a convolutional neural network model is looking we propose to select important latent code channels with gradcam based masks during manipulation resulting in more disentangled controls flickrfaceshq ffhq is a benchmark dataset for gans consisting of  highquality png images of human faces at x resolution our qualitative experimental result for manipulating outputs of stylegan trained on the ffhq dataset shows that our approach achieves an overall better performance and disentanglement than the stateoftheart supervised method using support vector machines svms in the remaining terms of research we will focus on quantitative evaluations manipulation of real images using gan inversion and application of our method to a wider range of datasetsmodifacezikun shelly chenirene,Babak Taati
0ad770e1-beee-416a-baf3-2ef79ab9f793,atpm evaluation platform and advanced solutions for autonomous transportation leveraging g networks,autonomous driving has long been favored by most manufacturers and researchers in the automotive industr y on top of traditional selfdriving cars which rely on onboard detecting and computing the technology of connected and autonomous vehicles cav has recently been proposed with the assumption of ultrareliable lowlatency communications however whereas the upcoming g networks have set the stage for cellular vehicletoeverything cellularvx connections cav and autonomous transportation has not yet been widely investigated therefore in this work we build the system named autonomoustransportation planning and management atpm by adopting the cellularvx standard to connect vehicles pedestrians and roadside safety our system brings we also created an evaluation platform based on virtual street simulators which helps test and optimize the transportation planning at low experiment cost the result of a case study we did in toronto showed that our transportation planning increased the highway capacity by  with a reduced collision rate in future work we plan to develop smart apps for mobile devices of drivers pedestrians and all other road users to further enhance mobility and safetynew vision systems canadatao wuho,Bo Wang
a1609441-8d5d-45c5-a661-84702e9b4d38,ganversed single image to d object reconstruction,to infer d properties such as geometry texture and d segmentation map from one single d image datasets in practice therefore these approaches fail to perform well when testing on real images due to the noticeable domain gap between synthetic and real images we utilize the generative adversarial networks gans to generate realisticlooking images for nvidia by analyzing and disentangling the latent space we successfully transform stylegan into a multiview image generator we train the d prediction network using a differentiable renderer and the entire architecture is iteratively trained using cycle consistency losses  we fur ther improve our approach by collecting a new dataset for training stylegan resulting in information into latent space and adapt the architecture of stylegan which allows the stylegan network to generate controllable multiview images  we show that our model can per form well on both real images and synthetic images leveraging the dreconstructing network to another level as an ongoing project we aim to further leverage the from stylegan we also aim to train the pipeline on multiple categoriesnvidiaao tangmasha shugrina clement fuji,Shurui Zhou
8889c756-f6c7-46a6-93d3-5ecc854de5cc,explainable ai applied to pharmaceutical ml model,odaia is a startup dedicated to understanding customer journey from health care professions and enabling pharma sales to dynamically target the next best audiences using the cutting edge machine learning technique odaia makes a trend prediction and thus provides broader customer insights to better understand which customer features eg age region take leading components disassemble the blackbox inside machine learning models on our business scenario  the whole project has two parts  feature importance measures the relative contribution of in terms of drug prescription volume prediction our experimental approaches are trying to answer such question and based on two different methods local feature importance describes how customer features affect the prediction in individual level and gives us a better understanding to a on the whole prediction model we compare those two methods to generalize a conclusion for most important features  counterfactual explanations cf explores how the small change in the customer features can achieve desired prediction outcome for example how much income increase for this customer would lead to double market share prediction by constraining changeable and nonchangeable features we have successfully generated some useful cf examples with different feature settings  in the next step we hope to utilize more robust feature importance methods to further generalize top critical features also we will keep exploring potential business scenario under power ful support from xaiodaiacheng han hsiehzh,Dehan Kong
65bfff16-1d22-4250-8c77-890e3bd7f81d,speech enhancement and recognition with generative adversarial network,we measure the effectiveness of the generative adversarial network gan for noisy speech enhancement and recognition gan can work endtoend with the raw audio waveform as inputs and targets different from the prior work  by evaluating the quality and intelligibility of enhanced audios we investigate the recovery of the word error rate wer lost in the noisy speech recognition context audios and above we conduct the study on an  khz pearson internal audio dataset from nonnative english speakers first we train segan  by directly adding the realworld noise from the demand dataset  to clean audios with various speechtonoise ratios snr as input features and clean audios as targets inspired by  two pytorchkaldi asr systems  are trained model model the model uses both the clean and noisy audios as input for model we use the same audios from model and pass the noisy audios through segan to generate their enhanced version to train the asr system model reduces the wer from  to  compared to the model on the testing noisy speech downstream tasks like scoring at the current stage the model is built on a relatively small dataset h hours of audio more clean and noisy speech together with clipped and low volume audios will be introduced to further improve the asr system performance for bad quality speech in the future  references   s pascual a bonafonte and j serra xefxacxsegan speech enhancement generative adversarial networkxefxacx in interspeech    thiemann joachim ito nobutaka  vincent emmanuel  demand a collection of multichannel recordings of acoustic noise in diverse environments  data set st international congress on acoustics ica  montreal canada zenodo httpsdoiorgzenodo   ravanelli mirco et al xefxacxthe pytorchkaldi speech recognition toolkitxefxacx icassp    ieee international conference on   k kinoshita t ochiai m delcroix and t nakatani xefxacximproving noise robust automatic speech recognition with singlechannel timedomain enhancement networkxefxacx in  icassp  pp xcxpearson canadazibin yangrichar,Gerald Penn
c6773b04-5013-4aa1-b7a4-283912bbabbd,learning tone curves for local image enhancement,xxexxenhancement techniques aim to adjust these factors to achieve more aesthetically pleasing results many datadriven approaches formulate image enhancement as an imagetoimage translation task these methods directly output an edited image providing little insight on what transformations were performed we propose a new method to perform automatic local image enhancement for smartphone cameras instead of learning the output image itself our neural network predicts a grid of transfer functions specifying the mapping from each possible input pixel value to its corresponding output value these transfer functions are known as xefxacxtone curvesxefxacx the predicted tone curves are then applied on corresponding patches of the input image with tilebased interpolation to produce smooth and artifactfree results compared with imagetoimage translation models our model is advantageous in a smartphone camera setting because tone curves are commonly used within image signal processors isps thus can be easily integrated with them experiment results demonstrate that the proposed approach outper forms global image enhancement methods and reaches similar per formance as the stateoftheart local enhancement methods in terms of perceptual metricssamsung ai centreluxi zhaomichael s brown abdelrahman abdelham,Kyros Kutulakos
99fdbe2b-9271-4156-a66b-b54c457a95cf,learningbased obstruction removal,raindrops modern approaches often exploit multiple image frames taken with a slightly moving camera eg cell phone camera to reconstruct a clear obstructionfree version of the scene in the background compared to traditional multiframe approaches learningbased methods require less computationally expensive optimization but they often fail in realworld sequences our fenceremoval work builds on a recent learningbased approach that alternates between estimating dense generation process we fur ther improve the data synthesis pipeline by applying random color and outoffocus blur data augmentation our experimental results show that our model reconstructs clearer background and yields fewer artifacts compared to the pretrained baseline besides obstruction removal methodssamsung ai centreyouheng gealex levinshte,Kyros Kutulakos
af4ce5e8-3dd4-4ac1-8b28-a5a2432d1729,referring expression understanding in navigation,applications of robotics continue to grow rapidly especially with the advancement of machine on the table my glasses are placed above the booksxefxacx it is hard for an ai robot to understand this sequence of instructions because the system needs to ground the words with visual perception problem we treat it as a sequence of image retrieval problems we split a panorama into several image regions and use referring expressions to retrieve each corresponding target region we test two models and their variants with a panorama dataset to obtain the performance of the models further improve the success rate in order to build a fully functional robot assistant that can retrieve objects as requested by a humansamsung ai centreguanxiong liuafsaneh f isma h ran z federic,Frank Rudzicz
641bcd56-abd0-4963-9399-12f327d9168e,web page contextual subcomponents recognition and ,a web page typically contains many subcomponents such as navigation bar advertisement and informative contextual subcomponent is proposed representing a subcomponent that provides useful information to the user such as sentences or paragraphs in the main content the goal of the project is to implement a browser extension which can identify informative contextual web pages the designed extension contains two main features manually highlight and provide recommended highlights there are already some tools such as hypothesis and liner that can help user create highlights manually but there is no existing extension that can recognize informative subcomponents according to the content of the webpage to create recommended highlights to articles documents recipes wikipedia articles and educational articlesthe test result shows that the user can select any sentences on these web pages to create highlights and all recommended highlights created by heuristic rules provide helpful information to the user furthermore the proposed approach will be continuously improved when more and more web pages are involvedscrawlrkexin yanmatija boban jonathan ,Shurui Zhou
72485629-18ac-454a-92b1-17847900317a,structured information extraction in clinical texts using graph model,medical coding is a process of identifying diagnoses and procedures in medical notes and transforming them into universally recognizable alphanumeric codes with highly unstructured medical notes and thousands of possible codes the training of any deep learning algorithms will be noisy in this project we used a knowledge graph approach to improve the recall in this extreme linked with terms in an existing medical ontology to populate the patient graph with relationships provided by the ontology in the end the ontology codes were mapped to disease codes using the ontology native code conversion schema our model achieved  recall on full disease codes and  recall for the root interventions without restricting the label space and was similar to the bertbased baseline however the model did not achieve productionlevel precision leaving room for improvementsemantic healthkai wangmichal maly,Michael Brudno
bda5a0bb-359a-493d-8b5f-a946f839c161,enriched understanding of retail receipts for personalized financial insights,sensibill is offering an agile spend management platform that digitizes retail receipts and invoices through its proprietary optical character recognition ocr technology the extracted attributes from  to improve personalization there needs to be granular categorization of receipt line items the unique challenge lies in the fact that receipt line items are short abbreviated and prone to ocr errors making standardizing line items so that their most comprehensible form is displayed xcx is necessary embeddingbased model tuned for both enrichment objectives item normalization and categorization in this unsupervised approach the model extracts the most normalized form of an item by grouping historical line items from our database into clusters through various pruning criteria that reduce the pruning clusters using an embeddingbased approach in place of text similarity resulted in clusters that measure model performance we developed a set of custom quantitative and qualitative metrics the optimized model demonstrated a boost in item normalization accuracy with no decrease in item categorization accuracy on the benchmark dataset  the optimized model has been deployed in the production environment we are continuing to explore optimization strategies for the line item embedding model to increase the coverage of items enrichedsensibillelisa dudaniel wagnermichael guerzho,"Michael Guerzhoy, Rohan Alexander"
528a129d-20fe-4f38-aa8a-c3dec3dee769,object detection and image segmentation for receipt images,the goal of the project is to extract highquality receipt images from useruploaded photos to increase the accuracy of sensibillxexxas process for extracting purchase information from receipts sensibill provides customer data into actionable insights in order to know and serve their customers better  in this project a new dataset was collected and several neuralnetworkbased methods for receipt extraction were implemented and evaluated we improved the performance over the baseline and  and image segmentation frameworks based on mask rcnn u net and deeplab vextraction methods were based on our test set the metric was the proportion of the photos for which the bounding boxes or image masks were correct the unet model successfully detected receipt objects respectively besides that a future evaluation would be done for aws textract a commercial service that can be used for extracting text from receipts   he k gkioxari g dollxcxar p  girshick r  mask rcnn in proceedings of the ieee international conference on  ronneberger o fischer p  brox t  october unet convolutional networks for biomedical image segmentation in international conference on medical image computing and computerassisted intervention pp  springer cham  chen l c papandreou g kokkinos i murphy k  yuille a l  deeplab semantic image segmentation with deep convolutional nets atrous convolution and fully connected crfs ieee transactions on pattern analysis and machine intelligence    announcing specialized support for extracting data from invoices and receipts using amazontextract  amazon web services amazon web services  httpsawsamazoncomblogsmachinelearningannouncingexpanded supportforextractingdatafrominvoicesandreceiptsusingamazontextractsensibilldanting dongdaniel wagnerlueder kahrs,"Lueder Kahrs, Michael Guerzhoy"
34938033-5963-4d35-bfd6-65215e364024,achieving clinical automation in pediatric emergency medicine with machine learning  medical directives,in emergency departments increased patient volume wait times and long stays impose bad hospitalvisiting experiences to the patients as well as common medical challenges to the hospital in order to provide guidelines for nurses medical directives can request certain diagnostic tests at triage which expedite the process by providing test results to the physician at the initial encounter the goal of this project is to propose a machine learning medical directive approach to autonomously ordering downstream tests such as ultrasounds xrays etc  our solution used the triage testing and diagnosis data from patientsxexxa electronic health records to train the logistic regression random forest gradient boosting and deep neural network models then make predictions we also constructed a retrospective modeltraining pipeline to validate the safety of model performance by performing error analysis and biases assessments in doing so we found the best hyperparameter settings for each downstream test models obtained high areaunderoperatorcurve across each of the use cases the result demonstrated the feasibility of using our approach to achieve clinical automation the next step of the project is to deploy models into a realtime prospective pipeline and propose a selfauditing function to monitor performance metricssickkidsxinqi shendevin singh erik drysd,Yun William Yu
37095493-fcb2-4cda-985e-81f44739623e,hostseq covid data visualization,the cgen hostseq project is funded by the federal government to sequence approximately  canadians infected with sarscov the goal of this project is to build a data visualization tool for cgen hostseq databank data visualization is an active research area which focuses on methodologies and tools eg tableau to deliver the information from the datathe visualization tools referred to as data portals will deliver information to researchers and the public to facilitate understanding of what is available in the hostseq databank and enabling them to design and conduct future research studies the hostseq databank is comprised of both the clinical data and the genetic sequence of each participant therefore the team has implemented two data portals the portals are written using python and flask frame as of october  the clinical data portal has been developed with approximately seventy features available to be visualized and summarized the genetic data portal is still under development but will be comprised of displays and summary statistics from genomewide analysis of sarscov infection severity and other related outcomes displays will include manhattan plots of association statistics quantilequantile displays and others in the current project the backbone of the visualization tool has been developed as more data becomes available we will present more features and include larger sample sizes in the data portals lastly linking the data portals with the multiomics statistical integration tool developed by our team xefxacxlocusfocusxefxacx will enable an improved user experience for visualizing and interpreting the genetic resultssickkidsshikai liulisa st,Michael Brudno
eab5247a-dbf9-47c4-a06d-73efad7625b1,continuous mixout preventing forgetting problem of largescale language models in continual learning,just like the human brain large scale language models also suffer from catastrophic forgetting tasks often forget their pretrained knowledge due to the smaller number of training instances available the combination of this scenario with continual learning where the model learns new knowledge iteratively on a small number of training instances as they become available causes further degradation in per formance to mitigate this catastrophic forgetting problem in lms this paper proposes a new hybrid method where the combination of stochastically mixing the parameters of two models mixout regularization with geometric decay of learning rate through the layers of the model with the adamw optimizer mitigates the forgetting problem the results are shown for the distilbert model across three datasets which suggests that compared to a simple retraining method which results in an accuracy drop anywhere between  to  across various iterations the hybrid method not only prevents these accuracy drops but also increases the baseline accuracy in some cases the mitigation of the forgetting problem by this hybrid method facilitates the future use of large lms for multitask learning as well as continual learning setupssotivarun pandyahossein taghi,Scott Sanner
7f5c716d-7936-40bc-a5dd-ac896469f27c,creating and analyzing the nocode platform for generating restful apis for database manipulation,lowcode and nocode application development platforms lcaps and ncaps improve the ease with which business applications can be delivered requiring smaller and less specialized teams of developers than traditional codebased application development for example soti snap a ncap for crossplatform mobile application development provides a draganddrop interface to reduce the accessibility barrier for users without prior programming experience one of the issues in building a general purpose ncap is the integration of userfriendly data entr y and retrieval with corporate databases in this project we created an ncap crud api tool to create and manage restful api services that allow other platforms to perform create read update and delete crud operations on a wide variety of relational databases prior internal analysis estimated that integrating ncap crud api tool into soti snap will save roughly  of a typical application development time  throughout the project we have done multiple rounds of usability testing prior to the implementation several rounds of focus groups have been conducted within the organization to ensure usability among others participants emphasized the need for documentation ease of use functionality security consistency with related products simple navigation familiar terminology for a nontechnical audience effective onboarding error diagnosis and prevention and visibility of system status then a moderated remote usability study with  participants was conducted on a preliminary version of the user interface aimed to measure the above metrics the study had three phases explorative testing usability testing with simulated tasks and a poststudy questionnaire the analysis of the results is still in progress and we aim to use them to assess the usability of the tool and to suggest areas for improvementsotiyuan chensheldon da,Marsha Chechik
a05f8951-37ff-4862-8e80-8300783d47b7,mislabeled data detection pipeline for snap analytics,snap analytics allows users to perform database queries via natural language inputs to convert natural language to sql queries multiple bertbased models are used to learn the relationship between natural language questions and their corresponding sql queries however the presence of the correct texttosql mapping therefore as an important step towards good model performance my project focuses on ensuring data quality by detecting and removing mislabeled data for this purpose the pipeline detects mislabeled data by combining different metrics based on the modelxexxas training dynamics as well as performing a semantic match between input and label first the data sample additionally a hybrid approach of computational linguistics and universal sentence encoder is applied to look for any semantic match between the data and the label as a result the recall of this approach is  and the precision is    depending on the ratio of mislabeled data this means that the pipeline captures all the mislabeled data and the model can maintain its performance instead of suffering an accuracy drop of    moreover a conversation pipeline is also integrated so that users can interact with the snap analytics system a point for future sotixinming yehossein taghi,Scott Sanner
95054e68-0d9f-47d1-8705-744c66e2e5bb,uav onboard realtime scene ,soti is in researching advanced intelligent visual systems for unmanned aerial vehicles uav uavs distinguishing different scenes during navigation recently convolutional neural network cnn of the methods requires large computing to complete however to deploy on a uav a realtime method that is based on a compact model is desired  case the preparation and undergo training has been upgraded to a customized data augmentation pipeline subsequently the new method achieved a better testing result compared to the current deployed on the nvidia jetson xavier nx board  the next step will be optimizing and integrate this method into sotixexxas current uav vision system to further consolidate the models one potential approach is by using a transfer learningbased sotiyunze peter pandmitry sheste,Anthony Bonner
bade1be2-6c85-4259-9e24-0d775822e59c,of surgical videos,computerassisted surgery cas systems have been growing in impact in modern surgery such systems provide automated service to surgical education surgeon performance evaluation manually in the past which is timeconsuming people tried to automate the process but the proposed methods did not investigate the generalization over different surgery types to address the which learns the mapping from the surgical videos to the corresponding surgical steps furthermore we utilized the domain knowledge to further improve the prediction our method not only yields stateoftheart performance on a common surgical dataset known as cholec but also shows great generalization over multiple surgical types we deployed this model to amazon web services aws using docker containers which automate the process from uploading the videos to visualizing the prediction our current pipeline took a long time to process the whole video thus as a next step we surgical safety technologiesyi xiangfrank rudziczma,Maryam Mehri Dehnavi
efb7c339-c879-4f2b-92b3-af9de323ca97,anomaly detection and data using snorkel and autolabeling,customers rely on our data to help them discover new suppliers and to meet diversity and esg environmental social governance goals  most of our data is sourced from unstructured text through crawling the internet because of the is an excellent tool for webscale information extraction and anomaly detection but typically requires large amounts of welllabeled training data the cost of obtaining sizable humanlabeled datasets is frequently the biggest barrier to adoption of machine learning methods in industries  pipeline using snorkel an autolabeling framework developed at stanford snorkel helps to drastically lower the cost of labeling training data through the use of labeling functions and a learned label model in our experiments we used snorkel to create an autolabeled dataset that is x bigger than our handlabeled training dataset in pairing a large autolabeled training dataset with a pretrained language tealbookmarshall hoarnold liw,Mark Chignell
c5e3276d-051d-4061-a6f2-aaf4d3a6c9b6,alphaportfolio largescale automatic portfolio construction using reinforcement learning,portfolio management driven by machine learning has regained huge interest in the recent years followed by a plethora of success in many areas where machine learning excels eg alphago gpt etc following the latest trend in both academia and industry we propose a general framework for dynamic portfolio construction based on deep reinforcement learning drl our approach contrasts the traditional way of constructing a portfolio consolidating the twostep process that involves both estimation of assets returns and optimization of assets weights into a single endtoend pipeline our drl framework handles different portfolio construction needs by leveraging three functionality modules  a module for achieving excess alpha by maximizing the information ratio  a module for mitigating downside risk through maximizing maximum drawdownadjusted unique stocks and over  million records and the model is able to autoselect stocks from the metrics for each module we also perform perturbation analysis and feature selection using lasso and random forest which reveal the driving factors that contribute to each portfolio construction goal our analysis improves the interpretability of the drl models and provides novel insights to traditional factor investingthe vanguard group incruiwen tina wangjithin pradeep jerry chens,Sebastian Jaimungal
a0b95623-2694-4c0b-baf8-55e0c5edc401,controllable text generation with reweighed diverse beam search,recent advances in natural language processing have led to the availability of large pretrained language models lm with rich generative capabilities although these models are able to produce a majority of current approaches in controllable text generation attempt to select the best input subset of the lmxexxas parameters these methods suffer from a lack of interpretability inconsistency in generations and a lack of generalization to lowresource domains  output distribution of a lm with no changes to the original model we propose a new extension of beam search whereby an auxiliary attribute model is used to reweigh hypotheses provided by results support the hypothesis that a similar or better level of control can be achieved without the auxiliary attribute model improving the generalizability to lowresource domains moreover our approach offers an interpretable and transparent method for controllable generation as it operates directly on natural language hypotheses future work can explore multidimensional attribute control  the vanguard group incdavid landsmanhussain,Gerald Penn
d23dc0b3-dd05-4bca-bf8c-75044dc5f823,setc sentence and entity type clustering for unsupervised open relation extraction,with the abundance of unlabelled text available there is a need for techniques to extract meaningful information from these texts unsupervised open relation extraction uore is the process of extracting opendomain relations between named entities from a corpus of text without the use of labelled data or knowledge bases current stateoftheart unsupervised open relation extraction techniques either do not use entity types as input explicitly or fail to provide meaningful contextual embeddings that can supplement entity types  in this paper we propose an unsupervised open relation extraction technique sentence and entity type clustering setc that uses kmeans clustering on the embeddings produced by our sentence and entity type set encoder our method utilizes both entity type and entity context information results on a large benchmark dataset show that setc outperforms other stateoftheart approaches in terms of clustering metrics bprecision recall f using the majority relation of each cluster  that outperforms stateoftheart models while also utilizing both entity type and entity context its applications extend beyond unsupervised open relation extraction to other nlp tasks such as information retrieval knowledge base construction and natural language understandingthe vanguard group incstephen brockjerrod parker shi yu,En-Shiun Annie Lee
aeaf9e79-0075-4a2b-9ecb-16f286a0d365,realtime big data visualization pipeline with apache flink and realtime data warehouse,data had become the most valuable resource of commercial businesses as a company with a growing business timeplay was struggling on processing large amounts of user data in realtime processing tool that required more than  minutes to process the data generated by a show the goal of this research project was to help timeplay replace this tool with a realtime data visualization pipeline by reviewing and comparing existing methods this project compared a traditional datawarehousebased approach with an experimental realtime visualization approach called i as well as their associated data middleware including apache flink clickhouse amazontimestream and timescaledb the results showed that i per formed a little better than the traditional approach in terms of eventtime latency but that the traditional approach could provide users with a better of ecosystem and ease of use for timeplay the traditional approach appeared to be a better solution further investigation and additional software infrastructure were needed for applying i and other similar approaches in a production environmenttimeplaylinzhi fengfrancoismichel sch,Nick Koudas
2369ffe8-ec67-4d2d-b824-bf87a29e9d1c,datadriven approach to disorders and cognitive impairment from noisy data,acoustic and linguistic features are prominent markers of both mental disorders and cognitive symptomsthe goal of this project is to characterize these diseases by automatically identifying their symptom components as an aggregation of features derived from spoken language and associating those with the clinical symptoms to retrieve the datadriven symptom components we make use of unsupervised learning methods that include both dimensionality reduction and clustering to explore linear approaches we initially applied pca principal component analysis over an aggregated dataset given by picturedescription task consisting of subjects with ad alzheimerxexxas disease mci mild cognitive impairment depression and hc healthy control diagnosis labels additionally we used nonlinear dimensionality reduction techniques including umap uniform manifold approximation and projection and tsne tdistributed stochastic neighbor embedding as well as another linear method of lda linear discriminant analysis over the same dataset to compare their performance in terms of characterizing the diseases as well as separability level of distinct diagnosis labels after dimensionality reduction with pca  major symptom components appeared with a  total explained variance ratio in addition among all dimension reduction methods umap indicated the best performance according to its silhouette score after kmeans clustering as well as the optimal number of clusters which was the same as the number of disease labels next steps are to  work on the interpretability of the components by lime across different dimension reduction techniques to extract highly relevant features aggregated in each component  augment the dataset with various audio augmentation techniques to upsample minor classes and rerun the dimension reduction techniqueswinterlight labsmalikeh ehghaghijekaterina novikovafrank rudzi,"Frank Rudzicz, Andrei Badescu"
a2d8cabe-233d-4391-b645-e0e06bbc802d,fast biomechanical simulation with an iterative solver,anatomical tissue simulation is one of the most challenging areas within the scope of computer video game development and biomedical research zivaxexxas current tissue simulation algorithm is robust and accurate but not particularly fast the primary goal of this research project is to improve the speed of the simulator which will accelerate the iteration cycle for character artists to turn their from the direct solver because inverting the system or matrix decomposition is computationally expensivethe proposed method is to switch from the direct solver into iterative solvers the new algorithm starts with an initial guess and then iteratively moves towards the optimal until reaching meanwhile achieving the accurate solution thus preserving the original animation effects since sparse matrixvector multiplication is the most needed operation for iterative solvers the next goal conditioned input systems as the number of iterations required for convergence highly depends on the system condition numberziva dynamicsyue licrawford,David Levin
